"GEO_ID","id"
"S0802_C02_092E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!HOUSING TENURE!!Owner-occupied housing units"
"S0802_C02_092M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!HOUSING TENURE!!Owner-occupied housing units"
"S0802_C02_093E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units"
"S0802_C02_093M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units"
"S0802_C02_094E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!No vehicle available"
"S0802_C02_094M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!No vehicle available"
"S0802_C02_095E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!1 vehicle available"
"S0802_C02_095M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!1 vehicle available"
"S0802_C02_096E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!2 vehicles available"
"S0802_C02_096M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!2 vehicles available"
"S0802_C02_097E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!3 or more vehicles available"
"S0802_C02_097M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!3 or more vehicles available"
"S0802_C02_098E","Estimate!!Car, truck, or van -- drove alone!!PERCENT ALLOCATED!!Means of transportation to work"
"S0802_C02_098M","Margin of Error!!Car, truck, or van -- drove alone!!PERCENT ALLOCATED!!Means of transportation to work"
"S0802_C02_099E","Estimate!!Car, truck, or van -- drove alone!!PERCENT ALLOCATED!!Time of departure to go to work"
"S0802_C02_099M","Margin of Error!!Car, truck, or van -- drove alone!!PERCENT ALLOCATED!!Time of departure to go to work"
"S0802_C02_100E","Estimate!!Car, truck, or van -- drove alone!!PERCENT ALLOCATED!!Travel time to work"
"S0802_C02_100M","Margin of Error!!Car, truck, or van -- drove alone!!PERCENT ALLOCATED!!Travel time to work"
"S0802_C02_101E","Estimate!!Car, truck, or van -- drove alone!!PERCENT ALLOCATED!!Vehicles available"
"S0802_C02_101M","Margin of Error!!Car, truck, or van -- drove alone!!PERCENT ALLOCATED!!Vehicles available"
"S0802_C03_001E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over"
"S0802_C03_001M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over"
"S0802_C03_002E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!16 to 19 years"
"S0802_C03_002M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!16 to 19 years"
"S0802_C03_003E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!20 to 24 years"
"S0802_C03_003M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!20 to 24 years"
"S0802_C03_004E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!25 to 44 years"
"S0802_C03_004M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!25 to 44 years"
"S0802_C03_005E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!45 to 54 years"
"S0802_C03_005M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!45 to 54 years"
"S0802_C03_006E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!55 to 59 years"
"S0802_C03_006M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!55 to 59 years"
"S0802_C03_007E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!60 years and over"
"S0802_C03_007M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!60 years and over"
"S0802_C03_008E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!Median age (years)"
"S0802_C03_008M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!Median age (years)"
"S0802_C03_009E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!SEX!!Male"
"S0802_C03_009M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!SEX!!Male"
"S0802_C03_010E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!SEX!!Female"
"S0802_C03_010M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!SEX!!Female"
"S0802_C03_011E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0802_C03_011M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0802_C03_012E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0802_C03_012M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0802_C03_013E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0802_C03_013M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0802_C03_014E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0802_C03_014M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0802_C03_015E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0802_C03_015M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0802_C03_016E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0802_C03_016M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0802_C03_017E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0802_C03_017M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0802_C03_018E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0802_C03_018M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0802_C03_019E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0802_C03_019M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0802_C03_020E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0802_C03_020M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0802_C03_021E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S0802_C03_021M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S0802_C03_022E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S0802_C03_022M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S0802_C03_023E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S0802_C03_023M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S0802_C03_024E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S0802_C03_024M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S0802_C03_025E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English"
"S0802_C03_025M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English"
"S0802_C03_026E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English "very well""
"S0802_C03_026M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English "very well""
"S0802_C03_027E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English less than "very well""
"S0802_C03_027M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English less than "very well""
"S0802_C03_028E","Estimate!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings"
"S0802_C03_028M","Margin of Error!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings"
"S0802_C03_029E","Estimate!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$1 to $9,999 or loss"
"S0802_C03_029M","Margin of Error!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$1 to $9,999 or loss"
"S0802_C03_030E","Estimate!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$10,000 to $14,999"
"S0802_C03_030M","Margin of Error!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$10,000 to $14,999"
"S0802_C03_031E","Estimate!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$15,000 to $24,999"
"S0802_C03_031M","Margin of Error!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$15,000 to $24,999"
"S0802_C03_032E","Estimate!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$25,000 to $34,999"
"S0802_C03_032M","Margin of Error!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$25,000 to $34,999"
"S0802_C03_033E","Estimate!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$35,000 to $49,999"
"S0802_C03_033M","Margin of Error!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$35,000 to $49,999"
"S0802_C03_034E","Estimate!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$50,000 to $64,999"
"S0802_C03_034M","Margin of Error!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$50,000 to $64,999"
"S0802_C03_035E","Estimate!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$65,000 to $74,999"
"S0802_C03_035M","Margin of Error!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$65,000 to $74,999"
"S0802_C03_036E","Estimate!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$75,000 or more"
"S0802_C03_036M","Margin of Error!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$75,000 or more"
"S0802_C03_037E","Estimate!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!Median earnings (dollars)"
"S0802_C03_037M","Margin of Error!!Car, truck, or van -- carpooled!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!Median earnings (dollars)"
"S0802_C03_038E","Estimate!!Car, truck, or van -- carpooled!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined"
"S0802_C03_038M","Margin of Error!!Car, truck, or van -- carpooled!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined"
"S0802_C03_039E","Estimate!!Car, truck, or van -- carpooled!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0802_C03_039M","Margin of Error!!Car, truck, or van -- carpooled!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0802_C03_040E","Estimate!!Car, truck, or van -- carpooled!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0802_C03_040M","Margin of Error!!Car, truck, or van -- carpooled!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0802_C03_041E","Estimate!!Car, truck, or van -- carpooled!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0802_C03_041M","Margin of Error!!Car, truck, or van -- carpooled!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0802_C03_042E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over"
"S0802_C03_042M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over"
"S0802_C03_043E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0802_C03_043M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0802_C03_044E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Service occupations"
"S0802_C03_044M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Service occupations"
"S0802_C03_045E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0802_C03_045M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0802_C03_046E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0802_C03_046M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0802_C03_047E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0802_C03_047M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0802_C03_048E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Military specific occupations"
"S0802_C03_048M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Military specific occupations"
"S0802_C03_049E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0802_C03_049M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0802_C03_050E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Construction"
"S0802_C03_050M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Construction"
"S0802_C03_051E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Manufacturing"
"S0802_C03_051M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Manufacturing"
"S0802_C03_052E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Wholesale trade"
"S0802_C03_052M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Wholesale trade"
"S0802_C03_053E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Retail trade"
"S0802_C03_053M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Retail trade"
"S0802_C03_054E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0802_C03_054M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0802_C03_055E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Information and finance and insurance, and real estate and rental and leasing"
"S0802_C03_055M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Information and finance and insurance, and real estate and rental and leasing"
"S0802_C03_056E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Professional, scientific, management, and administrative and waste management services"
"S0802_C03_056M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Professional, scientific, management, and administrative and waste management services"
"S0802_C03_057E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0802_C03_057M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0802_C03_058E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0802_C03_058M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0802_C03_059E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0802_C03_059M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0802_C03_060E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Public administration"
"S0802_C03_060M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Public administration"
"S0802_C03_061E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Armed forces"
"S0802_C03_061M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Armed forces"
"S0802_C03_062E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0802_C03_062M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0802_C03_063E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!CLASS OF WORKER!!Government workers"
"S0802_C03_063M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!CLASS OF WORKER!!Government workers"
"S0802_C03_064E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0802_C03_064M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0802_C03_065E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0802_C03_065M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0802_C03_066E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence"
"S0802_C03_066M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence"
"S0802_C03_067E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence"
"S0802_C03_067M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence"
"S0802_C03_068E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence"
"S0802_C03_068M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence"
"S0802_C03_069E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence"
"S0802_C03_069M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence"
"S0802_C03_070E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home"
"S0802_C03_070M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home"
"S0802_C03_071E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m."
"S0802_C03_071M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m."
"S0802_C03_072E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m."
"S0802_C03_072M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m."
"S0802_C03_073E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m."
"S0802_C03_073M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m."
"S0802_C03_074E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m."
"S0802_C03_074M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m."
"S0802_C03_075E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m."
"S0802_C03_075M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m."
"S0802_C03_076E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m."
"S0802_C03_076M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m."
"S0802_C03_077E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m."
"S0802_C03_077M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m."
"S0802_C03_078E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m."
"S0802_C03_078M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m."
"S0802_C03_079E","Estimate!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
"S0802_C03_079M","Margin of Error!!Car, truck, or van -- carpooled!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
